CN,STATECD,INVYR,UNITCD,COUNTYCD,PLOT,LAT,LON,CONGCD,ECOSUBCD,HUC,EMAP_HEX,FIPSCOUNTY,ROADLESSCD,CREATED_DATE,MODIFIED_DATE,ALP_ADFORCD,FVS_VARIANT,FVS_LOC_CD,FVS_REGION,FVS_FOREST,FVS_DISTRICT,ECO_UNIT_PNW,PRECIPITATION
10180102010661,44.0,1985.0,1.0,7.0,13.0,41.7501,-71.66618,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180132010661,44.0,1985.0,1.0,7.0,14.0,41.83343,-71.66618,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180158010661,44.0,1985.0,1.0,7.0,15.0,41.97232,-71.6384,4402.0,221Ag,1090003.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180191010661,44.0,1985.0,1.0,7.0,16.0,41.86121,-71.66618,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180228010661,44.0,1985.0,1.0,7.0,17.0,41.80566,-71.66618,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180255010661,44.0,1985.0,1.0,7.0,18.0,41.83343,-71.69396,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180283010661,44.0,1985.0,1.0,7.0,19.0,41.7501,-71.72173,4402.0,221Ag,1100001.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180310010661,44.0,1985.0,1.0,7.0,20.0,41.94454,-71.74951,4402.0,221Ag,1090003.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180340010661,44.0,1985.0,1.0,7.0,21.0,41.88899,-71.74951,4402.0,221Ag,1090004.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180364010661,44.0,1985.0,1.0,7.0,22.0,41.72232,-71.77729,4402.0,221Ag,1100001.0,1045.0,44003.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180393010661,44.0,1985.0,1.0,7.0,23.0,41.7501,-71.77729,4402.0,221Ag,1100001.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180422010661,44.0,1985.0,1.0,7.0,24.0,42.0001,-71.77729,4402.0,221Ag,1090003.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180462010661,44.0,1985.0,1.0,7.0,25.0,41.88899,-71.77729,4402.0,221Ag,1100001.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180474010661,44.0,1985.0,1.0,7.0,26.0,41.77788,-71.77729,4402.0,221Ag,1100001.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180478010661,44.0,1985.0,1.0,7.0,27.0,42.0001,-71.66618,4402.0,221Ag,1090003.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180510010661,44.0,1985.0,1.0,7.0,28.0,41.94454,-71.69396,4402.0,221Ag,1090003.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180549010661,44.0,1985.0,1.0,7.0,30.0,41.86121,-71.61062,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180572010661,44.0,1985.0,1.0,7.0,31.0,41.88899,-71.6384,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180596010661,44.0,1985.0,1.0,7.0,32.0,41.97232,-71.61062,4402.0,221Ag,1090003.0,1043.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180616010661,44.0,1985.0,1.0,7.0,75.0,41.91677,-71.58284,4401.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180653010661,44.0,1985.0,1.0,7.0,76.0,41.88899,-71.61062,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180684010661,44.0,1985.0,1.0,7.0,78.0,41.94454,-71.77729,4402.0,221Ag,1100001.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180723010661,44.0,1985.0,1.0,7.0,79.0,41.83343,-71.77729,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180764010661,44.0,1985.0,1.0,7.0,80.0,41.77788,-71.77729,4402.0,221Ag,1100001.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180794010661,44.0,1985.0,1.0,7.0,81.0,42.0001,-71.72173,4402.0,221Ag,1090003.0,1151.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180824010661,44.0,1985.0,1.0,7.0,82.0,41.86121,-71.74951,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180826010661,44.0,1985.0,1.0,7.0,83.0,41.83343,-71.74951,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180854010661,44.0,1985.0,1.0,7.0,84.0,41.80566,-71.74951,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180892010661,44.0,1985.0,1.0,7.0,85.0,41.80566,-71.74951,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180894010661,44.0,1985.0,1.0,7.0,86.0,41.7501,-71.74951,4402.0,221Ag,1100001.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180929010661,44.0,1985.0,1.0,7.0,87.0,41.83343,-71.72173,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180965010661,44.0,1985.0,1.0,7.0,88.0,41.91677,-71.6384,4402.0,221Ag,1090003.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10180967010661,44.0,1985.0,1.0,7.0,89.0,41.91677,-71.55506,4401.0,221Ag,1090004.0,1043.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181007010661,44.0,1985.0,1.0,7.0,90.0,41.7501,-71.6384,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181009010661,44.0,1985.0,1.0,7.0,91.0,41.7501,-71.6384,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181045010661,44.0,1985.0,1.0,7.0,92.0,42.0001,-71.58284,4401.0,221Ag,1090003.0,1043.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181047010661,44.0,1985.0,1.0,7.0,93.0,41.97232,-71.61062,4402.0,221Ag,1090003.0,1043.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181085010661,44.0,1985.0,1.0,7.0,94.0,41.97232,-71.55506,4401.0,221Ag,1090004.0,1043.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181118010661,44.0,1985.0,1.0,7.0,95.0,41.91677,-71.58284,4401.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181153010661,44.0,1985.0,1.0,7.0,96.0,41.83343,-71.6384,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181199010661,44.0,1985.0,1.0,7.0,97.0,41.80566,-71.55506,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181229010661,44.0,1985.0,1.0,7.0,98.0,41.72232,-71.58284,4402.0,221Ag,1090004.0,1044.0,44003.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181256010661,44.0,1985.0,1.0,7.0,99.0,41.97232,-71.49951,4401.0,221Ag,1090003.0,1043.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181314010661,44.0,1985.0,1.0,7.0,100.0,41.88899,-71.47173,4401.0,221Ag,1090004.0,1043.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181327010661,44.0,1985.0,1.0,7.0,101.0,41.83343,-71.49951,4402.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181329010661,44.0,1985.0,1.0,7.0,102.0,41.88899,-71.49951,4401.0,221Ag,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181353010661,44.0,1985.0,1.0,7.0,103.0,41.86121,-71.44395,4401.0,221Ac,1090004.0,937.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181355010661,44.0,1985.0,1.0,7.0,104.0,41.83343,-71.47173,4402.0,221Ac,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181357010661,44.0,1985.0,1.0,7.0,105.0,41.77788,-71.47173,4402.0,221Ac,1090004.0,1044.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181359010661,44.0,1985.0,1.0,7.0,106.0,41.7501,-71.44395,4402.0,221Ac,1090004.0,937.0,44003.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181361010661,44.0,1985.0,1.0,7.0,107.0,42.0001,-71.41617,4401.0,221Ag,1090003.0,1043.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181391010661,44.0,1985.0,1.0,7.0,108.0,41.88899,-71.41617,4401.0,221Ac,1090004.0,937.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181393010661,44.0,1985.0,1.0,7.0,109.0,41.83343,-71.44395,4402.0,221Ac,1090004.0,937.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181395010661,44.0,1985.0,1.0,7.0,110.0,41.80566,-71.36061,4401.0,221Ac,1090004.0,937.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
10181425010661,44.0,1985.0,1.0,7.0,111.0,41.77788,-71.36061,4401.0,221Ac,1090004.0,937.0,44007.0,,2024-05-23 08:40:15,2024-05-23 08:40:15,,NE,922,9,22,,,
