CN,ESTN_UNIT_CN,RSCD,EVALID,ESTN_UNIT,STRATUMCD,STRATUM_DESCR,STATECD,P1POINTCNT,P2POINTCNT,EXPNS,ADJ_FACTOR_MACR,ADJ_FACTOR_SUBP,ADJ_FACTOR_MICR,ADJ_FACTOR_CWD,ADJ_FACTOR_FWD_SM,ADJ_FACTOR_FWD_LG,ADJ_FACTOR_DUFF,CREATED_DATE,MODIFIED_DATE,ADJ_FACTOR_PILE,ADJ_FACTOR_REGEN_MICR,ADJ_FACTOR_INV_SUBP,ADJ_FACTOR_P2VEG_SUBP,ADJ_FACTOR_GRNDLYR_MICROQUAD,ADJ_FACTOR_SOIL
389120335489998,389217547489998,24,441507,2,12,Canopy cover 0 - 100,44,3013143,10,67010.76,0.0,1.0256410256410255,1.0256410256410255,1.0256410256410255,1.0256410256410255,1.0256410256410255,1.0256410256410255,2016-06-03 06:40:18,2025-01-10 13:06:22,1.0256410256410255,,,,,
372710539489998,372717046489998,24,441500,1,12345,Canopy cover 0 - 100,44,502997,26,4302.453846153846,0.0,1.0,1.0,,,,,2016-02-08 13:12:20,2016-02-08 13:12:20,,,,,,
372710540489998,372717047489998,24,441500,2,1,Canopy cover 0 - 5,44,376307,28,2988.8846296696943,0.0,1.0,1.0,,,,,2016-02-08 13:12:20,2016-02-08 13:12:20,,,,,,
372710541489998,372717047489998,24,441500,2,2,Canopy cover 6 - 50,44,658425,60,2440.506383711859,0.0,1.0,1.0,,,,,2016-02-08 13:12:20,2016-02-08 13:12:20,,,,,,
372710544489998,372717047489998,24,441500,2,3,Canopy cover 51 - 65,44,206310,17,2698.95872917909,0.0,1.0,1.0,,,,,2016-02-08 13:12:20,2016-02-08 13:12:20,,,,,,
372710542489998,372717047489998,24,441500,2,4,Canopy cover 66 - 80,44,371471,26,3177.433374622405,0.0,1.0,1.0,,,,,2016-02-08 13:12:20,2016-02-08 13:12:20,,,,,,
372710543489998,372717047489998,24,441500,2,5,Canopy cover 81 - 100,44,943543,69,3041.147553772608,0.0,1.0,1.0,,,,,2016-02-08 13:12:20,2016-02-08 13:12:20,,,,,,
1274491736290487,1274507946290487,24,442109,2,12,Canopy cover 0 - 100,44,3013143,12,55842.3,0.0,1.0909090909090908,1.0909090909090908,,,,,2022-11-17 14:23:29,2022-11-17 14:23:29,,,1.0909090909090908,,,
1274491861290487,1274507948290487,24,442110,1,12,Canopy cover 0 - 100,44,502997,3,37288.0,0.0,1.0,1.0,,,,,2022-11-17 14:23:29,2022-11-17 14:23:30,,,,1.0,,
1274491862290487,1274507949290487,24,442110,2,12,Canopy cover 0 - 100,44,3013143,12,55842.3,0.0,1.0909090909090908,1.0909090909090908,,,,,2022-11-17 14:23:29,2022-11-17 14:23:30,,,,1.0909090909090908,,
1274491988290487,1274507951290487,24,442112,1,12,Canopy cover 0 - 100,44,502997,3,37288.0,0.0,1.0,1.0,,,,,2022-11-17 14:23:30,2022-11-17 14:23:30,,,,,,
1274491367290487,1274507919290487,24,442107,2,12,Canopy cover 0 - 100,44,3013143,12,55842.3,0.0,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0909090909090908,2022-11-17 14:23:27,2025-01-10 13:11:57,1.0909090909090908,,,,,
1554838275290487,1559708352290487,24,442207,1,12,Canopy cover 0 - 100,44,503065,3,37293.03333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2024-04-25 14:58:39,2025-01-10 13:13:08,1.0,,,,,
1554838276290487,1559708353290487,24,442207,2,12,Canopy cover 0 - 100,44,3011991,12,55820.941666666666,0.0,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0909090909090908,2024-04-25 14:58:39,2025-01-10 13:13:08,1.0909090909090908,,,,,
1554836997290487,1559707566290487,24,442200,1,12345,Canopy cover 0 - 100,44,503065,26,4303.038461538462,0.0,1.0,1.0,,,,,2024-04-25 14:58:33,2024-04-25 14:58:33,,,,,,
1554836998290487,1559707567290487,24,442200,2,1,Canopy cover 0 - 5,44,492623,51,2148.1728356977574,0.0,1.0,1.0,,,,,2024-04-25 14:58:33,2024-04-25 14:58:33,,,,,,
1554836999290487,1559707567290487,24,442200,2,2,Canopy cover 6 - 50,44,534576,46,2584.4988143157266,0.0,1.0,1.0,,,,,2024-04-25 14:58:33,2024-04-25 14:58:33,,,,,,
1554837002290487,1559707567290487,24,442200,2,3,Canopy cover 51 - 65,44,199690,17,2612.354479351259,0.0,1.0,1.0,,,,,2024-04-25 14:58:33,2024-04-25 14:58:33,,,,,,
1554837000290487,1559707567290487,24,442200,2,4,Canopy cover 66 - 80,44,445789,28,3540.756234113557,0.0,1.0,1.0,,,,,2024-04-25 14:58:33,2024-04-25 14:58:33,,,,,,
1554837001290487,1559707567290487,24,442200,2,5,Canopy cover 81 - 100,44,932587,70,2962.8934173819994,0.0,1.0,1.0,,,,,2024-04-25 14:58:33,2024-04-25 14:58:33,,,,,,
1554837004290487,1559707568290487,24,442200,3,5,Canopy cover 81 - 100,44,213444,11,4315.3416658880915,0.0,1.0,1.0,,,,,2024-04-25 14:58:33,2024-04-25 14:58:33,,,,,,
1554837003290487,1559707568290487,24,442200,3,1234,Canopy cover 0 - 80,44,193282,19,2262.360088170052,0.0,1.0,1.0,,,,,2024-04-25 14:58:33,2024-04-25 14:58:33,,,,,,
1554837492290487,1559707570290487,24,442201,1,12345,Canopy cover 0 - 100,44,503065,26,4303.038461538462,0.0,1.0,1.0,,,,,2024-04-25 14:58:34,2024-04-25 14:58:34,,,,,,
1274491989290487,1274507952290487,24,442112,2,12,Canopy cover 0 - 100,44,3013143,12,55842.3,0.0,1.0909090909090908,1.0909090909090908,,,,,2022-11-17 14:23:30,2022-11-17 14:23:30,,,,,,
1274491366290487,1274507918290487,24,442107,1,12,Canopy cover 0 - 100,44,502997,3,37288.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-11-17 14:23:27,2025-01-10 13:11:57,1.0,,,,,
1554837493290487,1559707571290487,24,442201,2,1,Canopy cover 0 - 5,44,492623,46,2381.669883056209,0.0,1.005464480874317,1.005464480874317,,,,,2024-04-25 14:58:34,2024-04-25 14:58:34,,,,,,
1554837494290487,1559707571290487,24,442201,2,2,Canopy cover 6 - 50,44,534576,42,2830.6415585362715,0.0,1.012134504674989,1.0120481927710843,,,,,2024-04-25 14:58:34,2024-04-25 14:58:34,,,,,,
1554837497290487,1559707571290487,24,442201,2,3,Canopy cover 51 - 65,44,199690,15,2960.6684099314275,0.0,1.0169491525423728,1.0169491525423728,,,,,2024-04-25 14:58:34,2024-04-25 14:58:34,,,,,,
1554837495290487,1559707571290487,24,442201,2,4,Canopy cover 66 - 80,44,445789,22,4506.417025235437,0.0,1.0114942528735633,1.0114942528735633,,,,,2024-04-25 14:58:34,2024-04-25 14:58:34,,,,,,
1554837496290487,1559707571290487,24,442201,2,5,Canopy cover 81 - 100,44,932587,55,3770.955258486181,0.0,1.0804157148940865,1.0805832375330804,,,,,2024-04-25 14:58:34,2024-04-25 14:58:34,,,,,,
1554837499290487,1559707572290487,24,442201,3,5,Canopy cover 81 - 100,44,213444,10,4746.8758324769005,0.0,1.002881680219944,1.0,,,,,2024-04-25 14:58:34,2024-04-25 14:58:34,,,,,,
1554837498290487,1559707572290487,24,442201,3,1234,Canopy cover 0 - 80,44,193282,18,2388.0467597350553,0.0,1.0285714285714285,1.0285714285714285,,,,,2024-04-25 14:58:34,2024-04-25 14:58:34,,,,,,
1554837843290487,1559707757290487,24,442203,1,12345,Canopy cover 0 - 100,44,503065,26,4303.038461538462,0.0,1.0,1.0,,,,,2024-04-25 14:58:34,2024-04-25 14:58:38,,,,,,
1554837844290487,1559707758290487,24,442203,2,1,Canopy cover 0 - 5,44,492623,41,2672.117429770381,0.0,1.0061349693251533,1.0061349693251533,,,,,2024-04-25 14:58:34,2024-04-25 14:58:38,,,,,,
1554837845290487,1559707758290487,24,442203,2,2,Canopy cover 6 - 50,44,534576,37,3213.1606880682,0.0,1.0,1.0,,,,,2024-04-25 14:58:34,2024-04-25 14:58:38,,,,,,
1554837848290487,1559707758290487,24,442203,2,3,Canopy cover 51 - 65,44,199690,14,3172.1447249265293,0.0,1.018181818181818,1.018181818181818,,,,,2024-04-25 14:58:34,2024-04-25 14:58:38,,,,,,
1554837846290487,1559707758290487,24,442203,2,4,Canopy cover 66 - 80,44,445789,19,5217.9565555357685,0.0,1.0410958341152958,1.0410958904109588,,,,,2024-04-25 14:58:34,2024-04-25 14:58:38,,,,,,
1554837847290487,1559707758290487,24,442203,2,5,Canopy cover 81 - 100,44,932587,44,4713.694073107726,0.0,1.0568767508264352,1.056461250982179,,,,,2024-04-25 14:58:34,2024-04-25 14:58:38,,,,,,
1554837849290487,1559707759290487,24,442203,3,12345,Canopy cover 0 - 100,44,406726,26,3478.9846153846156,0.0,1.020752687327748,1.0196078431372548,,,,,2024-04-25 14:58:34,2024-04-25 14:58:38,,,,,,
1554838401290487,1559708376290487,24,442208,1,12,Canopy cover 0 - 100,44,503065,3,37293.03333333333,0.0,1.0,1.0,,,,,2024-04-25 14:58:39,2024-04-25 14:58:39,,1.0,,,,
1554838402290487,1559708377290487,24,442208,2,12,Canopy cover 0 - 100,44,3011991,12,55820.941666666666,0.0,1.0909090909090908,1.0909090909090908,,,,,2024-04-25 14:58:39,2024-04-25 14:58:39,,1.0909090909090908,,,,
1554838636290487,1559708379290487,24,442209,1,12,Canopy cover 0 - 100,44,503065,3,37293.03333333333,0.0,1.0,1.0,,,,,2024-04-25 14:58:39,2024-04-25 14:58:40,,,1.0,,,
1554838637290487,1559708380290487,24,442209,2,12,Canopy cover 0 - 100,44,3011991,12,55820.941666666666,0.0,1.0909090909090908,1.0909090909090908,,,,,2024-04-25 14:58:39,2024-04-25 14:58:40,,,1.0909090909090908,,,
168718939010661,218330595010661,24,440701,2,5,Canopy cover 81-100%,44,514610,33,3468.0772,0.0,1.0076,1.0076,,,,,2009-10-28 07:56:05,2009-10-28 07:56:05,,,,,,
168718940010661,218330595010661,24,440701,2,23,Canopy cover 6-65%,44,111519,7,3543.0338,0.0,1.037,1.037,,,,,2009-10-28 07:56:05,2009-10-28 07:56:05,,,,,,
168718941010661,218330596010661,24,440701,3,1,Canopy cover 0-5%,44,442225,37,2658.0632,0.0,1.0068,1.0068,,,,,2009-10-28 07:56:05,2009-10-28 07:56:05,,,,,,
168718942010661,218330596010661,24,440701,3,5,Canopy cover 81-100%,44,490941,25,4367.3,0.0,1.0,1.0,,,,,2009-10-28 07:56:05,2009-10-28 07:56:05,,,,,,
168718943010661,218330596010661,24,440701,3,234,Canopy cover 6-80%,44,217013,9,5362.4959,0.0,1.0,1.0,,,,,2009-10-28 07:56:05,2009-10-28 07:56:05,,,,,,
168718944010661,218330597010661,24,440701,4,5,Canopy cover 81-100%,44,199483,15,2957.5705,0.0,1.0,1.0,,,,,2009-10-28 07:56:05,2009-10-28 07:56:05,,,,,,
168718945010661,218330597010661,24,440701,4,1234,Canopy cover 0-80%,44,108073,8,3004.3304,0.0,1.0,1.0,,,,,2009-10-28 07:56:05,2009-10-28 07:56:05,,,,,,
168718946010661,218330598010661,24,440701,5,12345,Canopy cover 0-100%,44,502997,26,4302.4077,0.0,1.0,1.0,,,,,2009-10-28 07:56:05,2009-10-28 07:56:05,,,,,,
230390761010661,230391547010661,24,440703,1,1,Canopy cover 0 - 5,44,952272,27,7843.717557027487,0.0,1.0363,1.0385,,,,,2010-07-28 14:07:27,2010-07-28 14:07:27,,,,,,
230390763010661,230391547010661,24,440703,1,5,Canopy cover 81 - 100,44,1219129,27,10041.777498006204,0.0,1.0,1.0,,,,,2010-07-28 14:07:27,2010-07-28 14:07:27,,,,,,
230390765010661,230391547010661,24,440703,1,234,Canopy cover 6 - 80,44,533888,18,6596.329639671687,0.0,1.0,1.0,,,,,2010-07-28 14:07:27,2010-07-28 14:07:27,,,,,,
230390768010661,230391548010661,24,440703,2,12345,Canopy cover 0 - 100,44,307556,11,6218.063636363637,0.0,1.0,1.0,,,,,2010-07-28 14:07:27,2010-07-28 14:07:27,,,,,,
233703126010661,233703453010661,24,440901,1,12345,Canopy cover 0 - 100,44,502997,26,4302.457692307692,1.0,1.0,1.0,,,,,2010-08-26 13:55:42,2010-08-26 13:55:42,,,,,,
233703127010661,233703454010661,24,440901,2,1,Canopy cover 0 - 5,44,947799,77,2737.4769498260516,1.0,1.0132,1.0132,,,,,2010-08-26 13:55:42,2010-08-26 13:55:42,,,,,,
233703128010661,233703454010661,24,440901,2,4,Canopy cover 66 - 80,44,245473,11,4962.905378811914,0.0,1.0,1.0,,,,,2010-08-26 13:55:42,2010-08-26 13:55:42,,,,,,
233703129010661,233703454010661,24,440901,2,5,Canopy cover 81 - 100,44,1157503,64,4022.231856431269,0.0,1.0079,1.0079,,,,,2010-08-26 13:55:42,2010-08-26 13:55:42,,,,,,
233703130010661,233703454010661,24,440901,2,23,Canopy cover 6 - 65,44,274842,12,5093.623073738478,1.0,1.0213,1.0213,,,,,2010-08-26 13:55:42,2010-08-26 13:55:42,,,,,,
1815661701290487,1815724216290487,24,442400,2,1,Canopy cover 0 - 5,44,492623,51,2148.1728356977574,0.0,1.0,1.0,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661702290487,1815724216290487,24,442400,2,2,Canopy cover 6 - 50,44,534576,47,2529.509477840924,0.0,1.0,1.0,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661705290487,1815724216290487,24,442400,2,3,Canopy cover 51 - 65,44,199690,17,2612.354479351259,0.0,1.0,1.0,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661703290487,1815724216290487,24,442400,2,4,Canopy cover 66 - 80,44,445789,26,3813.122098276139,0.0,1.0,1.0,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661704290487,1815724216290487,24,442400,2,5,Canopy cover 81 - 100,44,932587,70,2962.8934173819994,0.0,1.0,1.0,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661707290487,1815724217290487,24,442400,3,5,Canopy cover 81 - 100,44,213444,11,4315.3416658880915,0.0,1.0,1.0,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661706290487,1815724217290487,24,442400,3,1234,Canopy cover 0 - 80,44,193282,20,2149.2420837615496,0.0,1.0,1.0,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661994290487,1815724219290487,24,442401,1,12345,Canopy cover 0 - 100,44,503065,26,4303.038461538462,0.0,1.0,1.0,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661995290487,1815724220290487,24,442401,2,1,Canopy cover 0 - 5,44,492623,46,2381.669883056209,0.0,1.0095427910184314,1.005464480874317,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661996290487,1815724220290487,24,442401,2,2,Canopy cover 6 - 50,44,534576,44,2701.9760331482594,0.0,1.023340037218412,1.0232558139534884,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
1815661999290487,1815724220290487,24,442401,2,3,Canopy cover 51 - 65,44,199690,16,2775.626634310713,0.0,1.032258064516129,1.032258064516129,,,,,2025-03-20 06:15:30,2025-03-20 06:15:30,,,,,,
372710545489998,372717048489998,24,441500,3,12345,Canopy cover 0 - 100,44,457087,33,3080.418181818182,0.0,1.0,1.0,,,,,2016-02-08 13:12:20,2016-02-08 13:12:20,,,,,,
