CN,ESTN_UNIT_CN,RSCD,EVALID,ESTN_UNIT,STRATUMCD,STRATUM_DESCR,STATECD,P1POINTCNT,P2POINTCNT,EXPNS,ADJ_FACTOR_MACR,ADJ_FACTOR_SUBP,ADJ_FACTOR_MICR,ADJ_FACTOR_CWD,ADJ_FACTOR_FWD_SM,ADJ_FACTOR_FWD_LG,ADJ_FACTOR_DUFF,CREATED_DATE,MODIFIED_DATE,ADJ_FACTOR_PILE,ADJ_FACTOR_REGEN_MICR,ADJ_FACTOR_INV_SUBP,ADJ_FACTOR_P2VEG_SUBP,ADJ_FACTOR_GRNDLYR_MICROQUAD,ADJ_FACTOR_SOIL
733393010290487,734080710290487,24,101903,3,5,Canopy cover 81 - 100,10,170325,14,2705.6742649419216,0.0,1.0,1.0,,,,,2020-03-24 12:28:35,2020-03-24 12:28:37,,,,,,
733393011290487,734080710290487,24,101903,3,234,Canopy cover 6 - 80,10,191267,16,2658.552324547575,0.0,1.0169319164081965,1.0158729906777926,,,,,2020-03-24 12:28:35,2020-03-24 12:28:37,,,,,,
733398696290487,734081427290487,24,101912,1,12,Canopy cover 0 - 100,10,955296,10,21245.3,0.0,1.0,1.0,,,,,2020-03-24 12:28:41,2020-03-24 12:28:41,,,,,,
733398698290487,734081428290487,24,101912,2,1,Canopy cover 0 - 5,10,3103331,26,26544.80186155913,0.0,1.0,1.0,,,,,2020-03-24 12:28:41,2020-03-24 12:28:41,,,,,,
733398699290487,734081428290487,24,101912,2,2,Canopy cover 6 - 100,10,1772588,14,28158.175114247326,0.0,1.018181818181818,1.018181818181818,,,,,2020-03-24 12:28:41,2020-03-24 12:28:41,,,,,,
733394392290487,734081399290487,24,101907,1,12,Canopy cover 0 - 100,10,955296,10,21245.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-03-24 12:28:37,2025-01-06 13:51:23,1.0,,,,,
733394393290487,734081400290487,24,101907,2,1,Canopy cover 0 - 5,10,3103331,26,26544.80186155913,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2020-03-24 12:28:37,2025-01-06 13:51:23,1.0,,,,,
733394394290487,734081400290487,24,101907,2,2,Canopy cover 6 - 100,10,1772588,14,28158.175114247326,0.0,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,1.018181818181818,2020-03-24 12:28:37,2025-01-06 13:51:23,1.018181818181818,,,,,
733395772290487,809992732290487,24,101908,1,1,Canopy cover 0 - 5,10,3689019,25,32816.7559900549,0.0,1.0,1.0,,,,,2021-01-07 07:46:40,2021-01-07 07:46:41,,1.0,,,,
733395773290487,809992732290487,24,101908,1,2,Canopy cover 6 - 100,10,2142196,19,25074.389486769865,0.0,1.0133333333333334,1.0133333333333334,,,,,2021-01-07 07:46:40,2021-01-07 07:46:41,,1.0133333333333334,,,,
733390633290487,734080606290487,24,101900,2,2,Canopy cover 6 - 50,10,511432,42,2708.0918113458642,0.0,1.0,1.0,,,,,2020-03-24 12:28:32,2020-03-24 12:28:33,,,,,,
826211074290487,826229855290487,24,101910,1,12,Canopy cover 0 - 100,10,955296,10,21245.3,0.0,1.0,1.0,,,,,2021-03-22 14:50:16,2021-03-22 14:50:17,,,,1.0,,
826211075290487,826229856290487,24,101910,2,1,Canopy cover 0 - 5,10,3103331,25,27606.593936021498,0.0,1.0,1.0,,,,,2021-03-22 14:50:16,2021-03-22 14:50:17,,,,1.0,,
826211076290487,826229856290487,24,101910,2,2,Canopy cover 6 - 100,10,1772588,14,28158.175114247326,0.0,1.018181818181818,1.018181818181818,,,,,2021-03-22 14:50:16,2021-03-22 14:50:17,,,,1.018181818181818,,
943925888290487,943951529290487,24,101909,1,12,Canopy cover 0 - 100,10,955296,10,21245.3,0.0,1.0,1.0,,,,,2022-01-20 15:06:16,2022-01-20 15:06:17,,,1.0,,,
943925889290487,943951530290487,24,101909,2,1,Canopy cover 0 - 5,10,3103331,25,27606.593936021498,0.0,1.0,1.0,,,,,2022-01-20 15:06:16,2022-01-20 15:06:17,,,1.0,,,
943925890290487,943951530290487,24,101909,2,2,Canopy cover 6 - 100,10,1772588,14,28158.175114247326,0.0,1.018181818181818,1.018181818181818,,,,,2022-01-20 15:06:16,2022-01-20 15:06:17,,,1.018181818181818,,,
467162218489998,467220604489998,24,101603,2,4,Canopy cover 66 - 80,10,460183,19,5386.438859849377,0.0,1.0555554783951688,1.0555555555555556,,,,,2017-04-17 15:00:04,2017-04-17 15:00:04,,,,,,
467162219489998,467220604489998,24,101603,2,5,Canopy cover 81 - 100,10,721202,41,3911.9908497388724,0.0,1.0,1.0,,,,,2017-04-17 15:00:04,2017-04-17 15:00:04,,,,,,
467162221489998,467220605489998,24,101603,3,1,Canopy cover 0 - 5,10,361824,29,2774.751383832471,0.0,1.0,1.0,,,,,2017-04-17 15:00:04,2017-04-17 15:00:04,,,,,,
467162222489998,467220605489998,24,101603,3,5,Canopy cover 81 - 100,10,194349,14,3087.3010366913295,0.0,1.0011728003289562,1.0,,,,,2017-04-17 15:00:04,2017-04-17 15:00:04,,,,,,
467171103489998,467220605489998,24,101603,3,234,Canopy cover 6 - 80,10,202091,17,2643.764432657631,0.0,1.0149253731343284,1.0149253508576852,,,,,2017-04-17 15:00:04,2017-04-17 15:00:04,,,,,,
467171838489998,467229248489998,24,101607,1,1,Canopy cover 0 - 5,10,3355609,23,32446.526572181672,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2017-04-17 15:01:07,2025-01-06 13:49:25,1.0,,,,,
467171839489998,467229248489998,24,101607,1,2,Canopy cover 6 - 100,10,2475606,18,30586.777157767865,0.0,1.0009035378659323,1.0,1.0,1.0,1.0,1.0,2017-04-17 15:01:07,2025-01-06 13:49:25,1.0,,,,,
467181401489998,467220602489998,24,101608,1,1,Canopy cover 0 - 5,10,3355609,22,33921.36868909902,0.0,1.0,1.0,,,,,2017-04-17 15:00:01,2025-01-15 13:10:57,,1.1282051282051282,,,,
467181402489998,467220602489998,24,101608,1,2,Canopy cover 6 - 100,10,2475606,18,30586.777157767865,0.0,1.0009035378659323,1.0,,,,,2017-04-17 15:00:02,2025-01-15 13:10:57,,1.125,,,,
531179016126144,531182076126144,24,101700,1,12345,Canopy cover 0 - 100,10,206774,12,3832.125,0.0,1.0,1.0,,,,,2018-04-20 07:22:34,2018-04-20 07:22:35,,,,,,
531179017126144,531182077126144,24,101700,2,1,Canopy cover 0 - 5,10,2799886,193,3226.322705854566,0.0,1.0,1.0,,,,,2018-04-20 07:22:35,2018-04-20 07:22:35,,,,,,
531179018126144,531182077126144,24,101700,2,2,Canopy cover 6 - 50,10,683262,48,3165.707572535894,0.0,1.0,1.0,,,,,2018-04-20 07:22:35,2018-04-20 07:22:35,,,,,,
531179021126144,531182077126144,24,101700,2,3,Canopy cover 51 - 65,10,201644,15,2989.639407460929,0.0,1.0,1.0,,,,,2018-04-20 07:22:35,2018-04-20 07:22:35,,,,,,
531179019126144,531182077126144,24,101700,2,4,Canopy cover 66 - 80,10,460183,36,2842.8427315871713,0.0,1.0,1.0,,,,,2018-04-20 07:22:35,2018-04-20 07:22:35,,,,,,
531179020126144,531182077126144,24,101700,2,5,Canopy cover 81 - 100,10,721202,71,2259.0369695675176,0.0,1.0,1.0,,,,,2018-04-20 07:22:35,2018-04-20 07:22:35,,,,,,
531179022126144,531182078126144,24,101700,3,1,Canopy cover 0 - 5,10,361824,29,2774.751383832471,0.0,1.0,1.0,,,,,2018-04-20 07:22:35,2018-04-20 07:22:35,,,,,,
531179023126144,531182078126144,24,101700,3,5,Canopy cover 81 - 100,10,194349,15,2881.480967578574,0.0,1.0,1.0,,,,,2018-04-20 07:22:35,2018-04-20 07:22:35,,,,,,
531179024126144,531182078126144,24,101700,3,234,Canopy cover 6 - 80,10,202091,17,2643.764432657631,0.0,1.0,1.0,,,,,2018-04-20 07:22:35,2018-04-20 07:22:35,,,,,,
531179461126144,531182080126144,24,101701,1,12345,Canopy cover 0 - 100,10,206774,12,3832.125,0.0,1.0,1.0,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179462126144,531182081126144,24,101701,2,1,Canopy cover 0 - 5,10,2799886,190,3277.2646433154273,0.0,1.0039630118890357,1.0039630118890357,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179463126144,531182081126144,24,101701,2,2,Canopy cover 6 - 50,10,683262,45,3376.7547440382873,0.0,1.0227272727272727,1.0227272727272727,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179466126144,531182081126144,24,101701,2,3,Canopy cover 51 - 65,10,201644,12,3737.049259326161,0.0,1.0434782608695652,1.0434782608695652,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179464126144,531182081126144,24,101701,2,4,Canopy cover 66 - 80,10,460183,22,4651.924469869917,0.0,1.0232558139534884,1.0232558139534884,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179465126144,531182081126144,24,101701,2,5,Canopy cover 81 - 100,10,721202,56,2864.1361578445317,0.0,1.032258064516129,1.032258064516129,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179467126144,531182082126144,24,101701,3,1,Canopy cover 0 - 5,10,361824,29,2774.751383832471,0.0,1.0,1.0,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179468126144,531182082126144,24,101701,3,5,Canopy cover 81 - 100,10,194349,14,3087.3010366913295,0.0,1.001161991514294,1.0,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179469126144,531182082126144,24,101701,3,234,Canopy cover 6 - 80,10,202091,17,2643.764432657631,0.0,1.0303030303030303,1.0303030303030303,,,,,2018-04-20 07:22:36,2018-04-20 07:22:36,,,,,,
531179867126144,531182175126144,24,101703,1,12345,Canopy cover 0 - 100,10,206774,12,3832.125,0.0,1.0,1.0,,,,,2018-04-20 07:22:36,2018-04-20 07:22:37,,,,,,
531179868126144,531182176126144,24,101703,2,1,Canopy cover 0 - 5,10,2799886,188,3312.1291607975063,0.0,1.0026666666666666,1.0026666666666666,,,,,2018-04-20 07:22:37,2018-04-20 07:22:38,,,,,,
531179869126144,531182176126144,24,101703,2,2,Canopy cover 6 - 50,10,683262,43,3533.8131042261143,0.0,1.0238095238095237,1.0238095238095237,,,,,2018-04-20 07:22:38,2018-04-20 07:22:38,,,,,,
531179872126144,531182176126144,24,101703,2,3,Canopy cover 51 - 65,10,201644,12,3737.049259326161,0.0,1.0434782608695652,1.0434782608695652,,,,,2018-04-20 07:22:38,2018-04-20 07:22:38,,,,,,
531179870126144,531182176126144,24,101703,2,4,Canopy cover 66 - 80,10,460183,20,5117.116916856909,0.0,1.052631509695382,1.0526315789473684,,,,,2018-04-20 07:22:38,2018-04-20 07:22:38,,,,,,
531179871126144,531182176126144,24,101703,2,5,Canopy cover 81 - 100,10,721202,42,3818.8482104593754,0.0,1.0059880239520957,1.0059880239520957,,,,,2018-04-20 07:22:38,2018-04-20 07:22:38,,,,,,
531179873126144,531182177126144,24,101703,3,1,Canopy cover 0 - 5,10,361824,29,2774.751383832471,0.0,1.0,1.0,,,,,2018-04-20 07:22:38,2018-04-20 07:22:38,,,,,,
531179874126144,531182177126144,24,101703,3,5,Canopy cover 81 - 100,10,194349,14,3087.3010366913295,0.0,1.0011728003289562,1.0,,,,,2018-04-20 07:22:38,2018-04-20 07:22:38,,,,,,
531179875126144,531182177126144,24,101703,3,234,Canopy cover 6 - 80,10,202091,17,2643.764432657631,0.0,1.0303030303030303,1.0303029843894176,,,,,2018-04-20 07:22:38,2018-04-20 07:22:38,,,,,,
531180253126144,531182858126144,24,101707,1,1,Canopy cover 0 - 5,10,3355609,29,25733.45210897167,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2018-04-20 07:23:30,2025-01-06 13:50:10,1.0,,,,,
531180254126144,531182858126144,24,101707,1,2,Canopy cover 6 - 100,10,2475606,20,27528.09944199108,0.0,1.0008131106117164,1.0,1.0,1.0,1.0,1.0,2018-04-20 07:23:30,2025-01-06 13:50:10,1.0,,,,,
531180304126144,531182855126144,24,101708,1,1,Canopy cover 0 - 5,10,3355609,24,31094.587965007435,0.0,1.0,1.0,,,,,2018-04-20 07:22:40,2025-01-15 13:11:05,,1.1162790697674418,,,,
531180305126144,531182855126144,24,101708,1,2,Canopy cover 6 - 100,10,2475606,20,27528.09944199108,0.0,1.0008131106117164,1.0,,,,,2018-04-20 07:22:40,2025-01-15 13:11:05,,1.1111111111111112,,,,
668337856126144,669544368126144,24,101800,1,12345,Canopy cover 0 - 100,10,206774,12,3832.125,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668337857126144,669544370126144,24,101800,2,1,Canopy cover 0 - 5,10,2799886,193,3226.322705854566,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668337858126144,669544370126144,24,101800,2,2,Canopy cover 6 - 50,10,683262,48,3165.707572535894,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668337861126144,669544370126144,24,101800,2,3,Canopy cover 51 - 65,10,201644,15,2989.639407460929,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668337859126144,669544370126144,24,101800,2,4,Canopy cover 66 - 80,10,460183,36,2842.8427315871713,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668337860126144,669544370126144,24,101800,2,5,Canopy cover 81 - 100,10,721202,71,2259.0369695675176,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668337862126144,669544371126144,24,101800,3,1,Canopy cover 0 - 5,10,361824,29,2774.751383832471,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668337863126144,669544371126144,24,101800,3,5,Canopy cover 81 - 100,10,194349,15,2881.480967578574,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668337864126144,669544371126144,24,101800,3,234,Canopy cover 6 - 80,10,202091,17,2643.764432657631,0.0,1.0,1.0,,,,,2019-06-12 15:07:04,2019-06-12 15:07:05,,,,,,
668348587126144,669544373126144,24,101801,1,12345,Canopy cover 0 - 100,10,206774,12,3832.125,0.0,1.0,1.0,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668348590126144,669544374126144,24,101801,2,1,Canopy cover 0 - 5,10,2799886,189,3294.604667883234,0.0,1.00398406374502,1.00398406374502,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668348592126144,669544374126144,24,101801,2,2,Canopy cover 6 - 50,10,683262,45,3376.7547440382873,0.0,1.0169491525423728,1.0169491525423728,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668348596126144,669544374126144,24,101801,2,3,Canopy cover 51 - 65,10,201644,12,3737.049259326161,0.0,1.0434782608695652,1.0434782608695652,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668348594126144,669544374126144,24,101801,2,4,Canopy cover 66 - 80,10,460183,24,4264.264097380757,0.0,1.054945054945055,1.054945054945055,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668348595126144,669544374126144,24,101801,2,5,Canopy cover 81 - 100,10,721202,55,2916.211360714432,0.0,1.0377358490566038,1.0377358490566038,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668348647126144,669544375126144,24,101801,3,1,Canopy cover 0 - 5,10,361824,29,2774.751383832471,0.0,1.0,1.0,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668348648126144,669544375126144,24,101801,3,5,Canopy cover 81 - 100,10,194349,14,3087.3010366913295,0.0,1.001161991514294,1.0,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668348649126144,669544375126144,24,101801,3,234,Canopy cover 6 - 80,10,202091,17,2643.764432657631,0.0,1.0303030303030303,1.0303030303030303,,,,,2019-06-12 15:07:06,2019-06-12 15:07:07,,,,,,
668357895126144,669544472126144,24,101803,1,12345,Canopy cover 0 - 100,10,206774,12,3832.125,0.0,1.0,1.0,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668358006126144,669544473126144,24,101803,2,1,Canopy cover 0 - 5,10,2799886,187,3329.8410814434824,0.0,1.002680965147453,1.002680965147453,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668358010126144,669544473126144,24,101803,2,2,Canopy cover 6 - 50,10,683262,43,3533.8131042261143,0.0,1.0238095238095237,1.0238095238095237,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668358015126144,669544473126144,24,101803,2,3,Canopy cover 51 - 65,10,201644,12,3737.049259326161,0.0,1.0434782608695652,1.0434782608695652,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668358012126144,669544473126144,24,101803,2,4,Canopy cover 66 - 80,10,460183,19,5386.438859849377,0.0,1.0555554783951688,1.0555555555555556,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668358014126144,669544473126144,24,101803,2,5,Canopy cover 81 - 100,10,721202,41,3911.9908497388724,0.0,1.0123456790123457,1.0123456790123457,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668358177126144,669544474126144,24,101803,3,1,Canopy cover 0 - 5,10,361824,29,2774.751383832471,0.0,1.0,1.0,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668358179126144,669544474126144,24,101803,3,5,Canopy cover 81 - 100,10,194349,14,3087.3010366913295,0.0,1.0011728003289562,1.0,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668358183126144,669544474126144,24,101803,3,234,Canopy cover 6 - 80,10,202091,17,2643.764432657631,0.0,1.0303030303030303,1.0303029843894176,,,,,2019-06-12 15:07:08,2019-06-12 15:07:13,,,,,,
668370830126144,669545388126144,24,101807,1,1,Canopy cover 0 - 5,10,3355609,29,25733.45210897167,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-06-12 15:08:20,2025-01-06 13:50:46,1.0,,,,,
668370832126144,669545388126144,24,101807,1,2,Canopy cover 6 - 100,10,2475606,21,26217.237563801027,0.0,1.0128413329551416,1.0120481927710843,1.0120481927710843,1.0120481927710843,1.0120481927710843,1.0120481927710843,2019-06-12 15:08:20,2025-01-06 13:50:46,1.0120481927710843,,,,,
668395401126144,669545384126144,24,101812,1,1,Canopy cover 0 - 5,10,3355609,29,25733.45210897167,0.0,1.0,1.0,,,,,2019-06-12 15:07:22,2019-06-12 15:07:23,,,,,,
668395402126144,669545384126144,24,101812,1,2,Canopy cover 6 - 100,10,2475606,21,26217.237563801027,0.0,1.0128413329551416,1.0120481927710843,,,,,2019-06-12 15:07:23,2019-06-12 15:07:23,,,,,,
692086404126144,694483941126144,24,101810,1,1,Canopy cover 0 - 5,10,3355609,28,26652.50397000637,0.0,1.0,1.0,,,,,2019-08-12 08:33:48,2019-08-12 08:33:50,,,,1.0,,
692086405126144,694483941126144,24,101810,1,2,Canopy cover 6 - 100,10,2475606,21,26217.237563801027,0.0,1.0128413329551416,1.0120481927710843,,,,,2019-08-12 08:33:48,2019-08-12 08:33:50,,,,1.0128413207426707,,
668379026126144,809971006290487,24,101808,1,1,Canopy cover 0 - 5,10,3355609,24,31094.587965007435,0.0,1.0,1.0,,,,,2021-01-06 14:09:13,2021-01-06 14:09:14,,1.0,,,,
668379027126144,809971006290487,24,101808,1,2,Canopy cover 6 - 100,10,2475606,19,28976.94678104324,0.0,1.0142122632034556,1.0133333333333334,,,,,2021-01-06 14:09:13,2021-01-06 14:09:14,,1.0133333333333334,,,,
943924446290487,943951514290487,24,101809,1,2,Canopy cover 6 - 100,10,2475606,21,26217.237563801027,0.0,1.0128413329551416,1.0120481927710843,,,,,2022-01-20 15:06:15,2022-01-20 15:06:16,,,1.0128413207426707,,,
943924445290487,943951514290487,24,101809,1,1,Canopy cover 0 - 5,10,3355609,28,26652.50397000637,0.0,1.0,1.0,,,,,2022-01-20 15:06:15,2022-01-20 15:06:16,,,1.0,,,
733390631290487,734080605290487,24,101900,1,12345,Canopy cover 0 - 100,10,206774,11,4180.490909090909,0.0,1.0,1.0,,,,,2020-03-24 12:28:32,2020-03-24 12:28:33,,,,,,
733390632290487,734080606290487,24,101900,2,1,Canopy cover 0 - 5,10,3103331,206,3350.315107022384,0.0,1.0,1.0,,,,,2020-03-24 12:28:32,2020-03-24 12:28:33,,,,,,
124108605057,107114030010661,24,108605,1,57,DUMMY ONE PER EXP,10,84,3,5612.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
124108605063,107114030010661,24,108605,1,63,DUMMY ONE PER EXP,10,185,6,6180.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
324108605031,107114031010661,24,108605,3,31,DUMMY ONE PER EXP,10,76,5,3023.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
324108605037,107114031010661,24,108605,3,37,DUMMY ONE PER EXP,10,36,2,3557.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
324108605057,107114031010661,24,108605,3,57,DUMMY ONE PER EXP,10,84,3,5612.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
324108605063,107114031010661,24,108605,3,63,DUMMY ONE PER EXP,10,124,4,6180.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
524108605027,107114032010661,24,108605,5,27,DUMMY ONE PER EXP,10,105,8,2624.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
524108605031,107114032010661,24,108605,5,31,DUMMY ONE PER EXP,10,212,14,3023.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
524108605037,107114032010661,24,108605,5,37,DUMMY ONE PER EXP,10,249,14,3557.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
524108605057,107114032010661,24,108605,5,57,DUMMY ONE PER EXP,10,337,12,5612.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
524108605063,107114032010661,24,108605,5,63,DUMMY ONE PER EXP,10,278,9,6180.0,0.0,1.0,1.0,,,,,2007-09-21 09:51:52,2007-09-21 09:51:52,,,,,,
