CN,EVAL_CN,RSCD,EVALID,ESTN_UNIT,ESTN_UNIT_DESCR,STATECD,AREALAND_EU,AREATOT_EU,AREA_USED,AREA_SOURCE,P1PNTCNT_EU,P1SOURCE,CREATED_DATE,MODIFIED_DATE
220851573010661,220851558010661,24,100800,4,Public Cnty. Grp. 5,10,,60880.1,60880.1,Pixel count,273748,NLCD LANDSAT 2001 Tree Canopy Cover,2009-12-02 08:56:34,2014-05-20 14:32:36
220851574010661,220851558010661,24,100800,5,Public Cnty. Grp. 901,10,,95300.5,95300.5,Pixel count,428519,NLCD LANDSAT 2001 Tree Canopy Cover,2009-12-02 08:56:34,2014-05-20 14:32:36
220851575010661,220851562010661,24,100801,1,"Inland Census Water Cnty. Grp. 901, 5",10,,45982.7,45982.7,Pixel count,206762,NLCD LANDSAT 2001 Tree Canopy Cover,2009-12-02 08:56:34,2014-05-20 14:32:36
220851576010661,220851562010661,24,100801,2,Private Cnty. Grp. 5,10,,539422.5,539422.5,Pixel count,2425517,NLCD LANDSAT 2001 Tree Canopy Cover,2009-12-02 08:56:34,2014-05-20 14:32:36
220851577010661,220851562010661,24,100801,3,Private Cnty. Grp. 901,10,,555243.6,555243.6,Pixel count,2496657,NLCD LANDSAT 2001 Tree Canopy Cover,2009-12-02 08:56:35,2014-05-20 14:32:36
220851578010661,220851562010661,24,100801,4,Public Cnty. Grp. 5,10,,60880.1,60880.1,Pixel count,273748,NLCD LANDSAT 2001 Tree Canopy Cover,2009-12-02 08:56:35,2014-05-20 14:32:36
220851579010661,220851562010661,24,100801,5,Public Cnty. Grp. 901,10,,95300.5,95300.5,Pixel count,428519,NLCD LANDSAT 2001 Tree Canopy Cover,2009-12-02 08:56:35,2014-05-20 14:32:36
233707252010661,233707236010661,24,100900,1,Inland Census Water Unit 1,10,,45985.3,45985.3,Pixel count,206774,NLCD LANDSAT 2001 Tree Canopy Cover,2010-08-30 07:32:47,2014-05-20 14:32:42
233707253010661,233707236010661,24,100900,2,Private Unit 1,10,,1116015.4,1116015.4,Pixel count,5018171,NLCD LANDSAT 2001 Tree Canopy Cover,2010-08-30 07:32:48,2014-05-20 14:32:42
233707254010661,233707236010661,24,100900,3,Public Unit 1,10,,134831.2,134831.2,Pixel count,606270,NLCD LANDSAT 2001 Tree Canopy Cover,2010-08-30 07:32:49,2014-05-20 14:32:42
195344136020004,195344109020004,24,101200,2,Private Unit 1,10,,1116015.4,1116015.4,Pixel count,5018171,NLCD LANDSAT 2001 Tree Canopy Cover,2013-04-18 13:31:01,2014-05-20 14:32:51
195344137020004,195344109020004,24,101200,3,Public Unit 1,10,,134831.2,134831.2,Pixel count,606270,NLCD LANDSAT 2001 Tree Canopy Cover,2013-04-18 13:31:02,2014-05-20 14:32:51
195344139020004,195344110020004,24,101201,1,Inland Census Water Unit 1,10,,45985.3,45985.3,Pixel count,206774,NLCD LANDSAT 2001 Tree Canopy Cover,2013-04-18 13:31:03,2014-05-20 14:32:51
195344140020004,195344110020004,24,101201,2,Private Unit 1,10,,1116015.4,1116015.4,Pixel count,5018171,NLCD LANDSAT 2001 Tree Canopy Cover,2013-04-18 13:31:03,2014-05-20 14:32:51
195344141020004,195344110020004,24,101201,3,Public Unit 1,10,,134831.2,134831.2,Pixel count,606270,NLCD LANDSAT 2001 Tree Canopy Cover,2013-04-18 13:31:03,2014-05-20 14:32:51
107114046010661,107106412010661,24,109905,1,1,10,347078.0,0.0,347078.0,US CENSUS 1990,1737,,2007-09-21 09:51:54,2012-01-03 08:34:06
107114047010661,107106412010661,24,109905,3,3,10,299012.0,0.0,299012.0,US CENSUS 1990,1496,,2007-09-21 09:51:54,2012-01-03 08:34:06
107114048010661,107106412010661,24,109905,5,5,10,291627.0,0.0,291627.0,US CENSUS 1990,1458,,2007-09-21 09:51:54,2012-01-03 08:34:06
107114049010661,107106412010661,24,109905,998,998,10,313208.0,0.0,313208.0,US CENSUS 1990,1566,,2007-09-21 09:51:54,2012-01-03 08:34:06
1226988563290487,1226986215290487,24,102007,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:27,
1226988564290487,1226986215290487,24,102007,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:27,
1226987794290487,1226986097290487,24,102000,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:19,
1226987795290487,1226986097290487,24,102000,2,Private Unit 1,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:20,
1226987796290487,1226986097290487,24,102000,3,Public Unit 1,10,,167428.6,167428.6,Pixel count,752844,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:20,
1226987805290487,1226986098290487,24,102001,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:22,
1226987806290487,1226986098290487,24,102001,2,Private Unit 1,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:22,
1226987807290487,1226986098290487,24,102001,3,Public Unit 1,10,,167428.6,167428.6,Pixel count,752844,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:22,
1226987904290487,1226986099290487,24,102003,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:23,
1226987905290487,1226986099290487,24,102003,2,Private Unit 1,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:23,
1226987906290487,1226986099290487,24,102003,3,Public Unit 1,10,,167428.6,167428.6,Pixel count,752844,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:23,
1226988586290487,1226986100290487,24,102008,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:27,
1226988587290487,1226986100290487,24,102008,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:27,
1226988588290487,1226986101290487,24,102009,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:29,
1226988589290487,1226986101290487,24,102009,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:29,
1226988590290487,1226986102290487,24,102010,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:29,
1226988591290487,1226986102290487,24,102010,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:29,
1226988592290487,1226986103290487,24,102012,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:30,
1226988593290487,1226986103290487,24,102012,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-07-26 13:23:30,
1275876763290487,1275874735290487,24,102107,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:28,
1275876764290487,1275874735290487,24,102107,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:28,
1275876001290487,1275874726290487,24,102100,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:26,
1275876002290487,1275874726290487,24,102100,2,Private Unit 1,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:26,
1275876003290487,1275874726290487,24,102100,3,Public Unit 1,10,,167428.6,167428.6,Pixel count,752844,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:26,
1275876005290487,1275874727290487,24,102101,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:27,
1275876006290487,1275874727290487,24,102101,2,Private Unit 1,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:27,
1275876007290487,1275874727290487,24,102101,3,Public Unit 1,10,,167428.6,167428.6,Pixel count,752844,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:27,
1275876104290487,1275874728290487,24,102103,1,Inland Census Water Unit 1,10,,45985.4,45985.4,Pixel count,206774,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:27,
1275876105290487,1275874728290487,24,102103,2,Private Unit 1,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:27,
1275876106290487,1275874728290487,24,102103,3,Public Unit 1,10,,167428.6,167428.6,Pixel count,752844,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:27,
1275876786290487,1275874729290487,24,102108,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:28,
1275876787290487,1275874729290487,24,102108,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:28,
1275876788290487,1275874730290487,24,102109,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:29,
1275876789290487,1275874730290487,24,102109,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:29,
1275876790290487,1275874731290487,24,102110,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:30,
1275876791290487,1275874731290487,24,102110,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:30,
1275876792290487,1275874732290487,24,102112,1,Inland Census Water Public State 10,10,,213414.2,213414.2,Pixel count,959618,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:31,
1275876793290487,1275874732290487,24,102112,2,Private State 10,10,,1083418.1,1083418.1,Pixel count,4871597,NLCD LANDSAT 2016 Tree Canopy Cover,2022-12-09 11:13:31,
1683727753290487,1683727703290487,24,102207,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:05,
1683727754290487,1683727703290487,24,102207,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:05,
1683728461290487,1683727691290487,24,102200,1,Inland Census Water Unit 1,10,,46028.9,46028.9,Pixel count,206969,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:07,
1683728462290487,1683727691290487,24,102200,2,Private Unit 1,10,,1089464.2,1089464.2,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:07,
1683728463290487,1683727691290487,24,102200,3,Public Unit 1,10,,160788.2,160788.2,Pixel count,722985,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:07,
1683728271290487,1683727692290487,24,102201,1,Inland Census Water Unit 1,10,,46028.9,46028.9,Pixel count,206969,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:06,
1683728272290487,1683727692290487,24,102201,2,Private Unit 1,10,,1089464.2,1089464.2,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:06,
1683728273290487,1683727692290487,24,102201,3,Public Unit 1,10,,160788.2,160788.2,Pixel count,722985,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:06,
1683727776290487,1683727693290487,24,102203,1,Inland Census Water Unit 1,10,,46028.9,46028.9,Pixel count,206969,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:05,
1683727777290487,1683727693290487,24,102203,2,Private Unit 1,10,,1089464.2,1089464.2,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:05,
1683727778290487,1683727693290487,24,102203,3,Public Unit 1,10,,160788.2,160788.2,Pixel count,722985,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:05,
1683727751290487,1683727694290487,24,102208,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:05,
1683727752290487,1683727694290487,24,102208,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:05,
1683727749290487,1683727695290487,24,102209,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:04,
1683727750290487,1683727695290487,24,102209,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:04,
1683727747290487,1683727696290487,24,102210,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:02,
1683727748290487,1683727696290487,24,102210,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:02,
1683727745290487,1683727697290487,24,102212,1,Inland Census Water Public State 10,10,,206817.0,206817.0,Pixel count,929954,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:01,
1683727746290487,1683727697290487,24,102212,2,Private State 10,10,,1089464.1,1089464.1,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2024-10-10 10:17:02,
1783175096290487,1783156108290487,24,102300,1,Inland Census Water Unit 1,10,,46028.9,46028.9,Pixel count,206969,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:12,
1783175097290487,1783156108290487,24,102300,2,Private Unit 1,10,,1089464.2,1089464.2,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:12,
1783175098290487,1783156108290487,24,102300,3,Public Unit 1,10,,160788.2,160788.2,Pixel count,722985,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:13,
1783175100290487,1783156109290487,24,102301,1,Inland Census Water Unit 1,10,,46028.9,46028.9,Pixel count,206969,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:13,
1783175101290487,1783156109290487,24,102301,2,Private Unit 1,10,,1089464.2,1089464.2,Pixel count,4898783,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:13,
1783175102290487,1783156109290487,24,102301,3,Public Unit 1,10,,160788.2,160788.2,Pixel count,722985,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:13,
1783175290290487,1783156110290487,24,102303,1,Inland Census Water Unit 1,10,,46028.9,46028.9,Pixel count,206969,NLCD LANDSAT 2021 Tree Canopy Cover,2025-01-31 11:52:13,
264042182489998,264040818489998,24,101303,3,Public Unit 1,10,,134400.3,134400.3,Pixel count,604332,NLCD LANDSAT 2011 Tree Canopy Cover,2014-07-01 07:58:11,
317268651489998,317268421489998,24,101400,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:50,
317268652489998,317268421489998,24,101400,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:51,
317268653489998,317268421489998,24,101400,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:51,
317268655489998,317268422489998,24,101401,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:52,
317268656489998,317268422489998,24,101401,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:52,
317268657489998,317268422489998,24,101401,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:52,
317268732489998,317268423489998,24,101403,1,Inland Census Water Unit 1,10,,45985.5,45985.5,Pixel count,206774,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:53,
317268733489998,317268423489998,24,101403,2,Private Unit 1,10,,1082212.8,1082212.8,Pixel count,4866177,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:53,
317268734489998,317268423489998,24,101403,3,Public Unit 1,10,,168634.0,168634.0,Pixel count,758264,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:54,
317268772489998,317268424489998,24,101408,1,Public Inland Census Water Private State 10,10,,1296832.1,1296832.1,Pixel count,5831215,NLCD LANDSAT 2011 Tree Canopy Cover,2015-04-07 10:36:54,
33427278020004,33427250020004,24,101100,1,Inland Census Water Unit 1,10,,45985.3,45985.3,Pixel count,206774,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 08:57:38,2014-05-20 14:32:55
33427279020004,33427250020004,24,101100,2,Private Unit 1,10,,1116015.4,1116015.4,Pixel count,5018171,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 08:57:44,2014-05-20 14:32:55
33427280020004,33427250020004,24,101100,3,Public Unit 1,10,,134831.2,134831.2,Pixel count,606270,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 08:57:47,2014-05-20 14:32:55
33427284020004,33427251020004,24,101101,1,Inland Census Water Unit 1,10,,45985.3,45985.3,Pixel count,206774,NLCD LANDSAT 2001 Tree Canopy Cover,2012-04-20 08:59:41,2014-05-20 14:32:55
