"STATECD","STATENM","UNITCD","RSCD","variable","STATUSCD","CRM","CRM2","DIFF","PDIFF","VAR2"
1,"Alabama",2,33,"BIOMASS",1,306025104166.205,335492653095.429,29467548929.2242,9.62912797938962,"Total aboveground biomass"
1,"Alabama",2,33,"CARBON",1,153012552830.401,158675331740.258,5662778909.8569,3.70085905052086,"Total aboveground carbon"
1,"Alabama",2,33,"VMERIB",1,6176379987.21614,6225778686.37736,49398699.1612206,0.799800194668494,"Merchantable wood volume"
1,"Alabama",2,33,"VSAWIB",1,3517861893.40758,3525057406.9427,7195513.53511906,0.204542240518405,"Sawlog wood volume"
1,"Alabama",2,33,"WMERBCH",1,44847196196.5523,62880609968.8958,18033413772.3435,40.2107942117681,"Top and limb weight"
1,"Alabama",2,33,"WMEROB",1,213873551514.269,218325467617.33,4451916103.0607,2.08156458409196,"Merch bole wood and bark weight"
1,"Alabama",2,33,"WSTPOB",1,13294129594.839,12387273800.4825,-906855794.356527,-6.82147550832199,"Stump wood and bark weight"
1,"Alabama",5,33,"BIOMASS",2,5517699923.65103,12049882155.1117,6532182231.46063,118.385963750242,"Total aboveground biomass"
1,"Alabama",5,33,"CARBON",2,2758849979.19698,5703432071.27272,2944582092.07575,106.732229526045,"Total aboveground carbon"
1,"Alabama",5,33,"VMERIB",2,150908529.998082,156213807.185166,5305277.18708447,3.5155581908802,"Merchantable wood volume"
1,"Alabama",5,33,"WMERBCH",2,503571385.614034,1700273325.23802,1196701939.62399,237.64295863729,"Top and limb weight"
1,"Alabama",5,33,"WMEROB",2,4149075644.61538,9078646589.22849,4929570944.61312,118.811305622028,"Merch bole wood and bark weight"
1,"Alabama",5,33,"WSTPOB",2,377278897.282174,718156583.910785,340877686.628611,90.3516441243365,"Stump wood and bark weight"
1,"Alabama",3,33,"BIOMASS",2,7617436005.45794,14295846532.0743,6678410526.61639,87.6726830633203,"Total aboveground biomass"
1,"Alabama",3,33,"CARBON",2,3808718020.98867,6761357260.04712,2952639239.05845,77.523177688329,"Total aboveground carbon"
1,"Alabama",3,33,"VMERIB",2,196534525.30579,200833482.669926,4298957.36413628,2.18738023634651,"Merchantable wood volume"
1,"Alabama",3,33,"WMERBCH",2,669974154.052692,1608375919.7979,938401765.745205,140.06536820395,"Top and limb weight"
1,"Alabama",3,33,"WMEROB",2,5876445575.37216,11186568830.4185,5310123255.04629,90.3628424178844,"Merch bole wood and bark weight"
1,"Alabama",3,33,"WSTPOB",2,536594287.61438,896317018.847532,359722731.233153,67.0381216379376,"Stump wood and bark weight"
1,"Alabama",4,33,"BIOMASS",2,4574523776.38882,8417863383.44959,3843339607.06077,84.0161685659603,"Total aboveground biomass"
1,"Alabama",4,33,"CARBON",2,2287261902.29546,3991705693.91877,1704443791.6233,74.5189604178144,"Total aboveground carbon"
1,"Alabama",4,33,"VMERIB",2,106869059.960364,111391802.656155,4522742.69579037,4.232041245116,"Merchantable wood volume"
1,"Alabama",4,33,"WMERBCH",2,346297132.151608,892261006.075031,545963873.923423,157.657636530585,"Top and limb weight"
1,"Alabama",4,33,"WMEROB",2,3593491807.23118,6630163167.60773,3036671360.37655,84.5047525714644,"Merch bole wood and bark weight"
1,"Alabama",4,33,"WSTPOB",2,322345641.779575,526982464.174878,204636822.395302,63.4836634568914,"Stump wood and bark weight"
1,"Alabama",2,33,"BIOMASS",2,4248867252.27372,8545425893.04386,4296558640.77014,101.122449482763,"Total aboveground biomass"
1,"Alabama",2,33,"CARBON",2,2124433635.10614,4065451000.65366,1941017365.54752,91.3663450565045,"Total aboveground carbon"
1,"Alabama",2,33,"VMERIB",2,104385352.749253,107729041.964847,3343689.21559437,3.20321685708754,"Merchantable wood volume"
1,"Alabama",2,33,"WMERBCH",2,297710811.206411,797851619.850454,500140808.644044,167.995514377636,"Top and limb weight"
1,"Alabama",2,33,"WMEROB",2,3453170701.46689,7008467632.7109,3555296931.24401,102.957462535337,"Merch bole wood and bark weight"
1,"Alabama",2,33,"WSTPOB",2,310107178.366093,498094879.585296,187987701.219202,60.6202353037038,"Stump wood and bark weight"
1,"Alabama",6,33,"BIOMASS",1,250426618069.017,288979312806.459,38552694737.4417,15.3948070834932,"Total aboveground biomass"
1,"Alabama",6,33,"CARBON",1,125213309415.546,136902604102.39,11689294686.8446,9.33550494065394,"Total aboveground carbon"
1,"Alabama",6,33,"VMERIB",1,4784404335.36391,5039156046.2925,254751710.928593,5.32462754131368,"Merchantable wood volume"
1,"Alabama",6,33,"VSAWIB",1,2692448857.58193,2817680712.64986,125231855.067926,4.65122502569636,"Sawlog wood volume"
1,"Alabama",6,33,"WMERBCH",1,41899964577.8646,67463295610.8535,25563331032.9889,61.0103881722462,"Top and limb weight"
1,"Alabama",6,33,"WMEROB",1,180796763114.378,190017900730.468,9221137616.08987,5.10027804549591,"Merch bole wood and bark weight"
1,"Alabama",6,33,"WSTPOB",1,10691071057.9488,10486908697.8139,-204162360.134928,-1.90965300883613,"Stump wood and bark weight"
1,"Alabama",6,33,"BIOMASS",2,3626702062.5542,7845821626.08926,4219119563.53506,116.334881960599,"Total aboveground biomass"
1,"Alabama",6,33,"CARBON",2,1813351041.01923,3732302740.69527,1918951699.67604,105.823508866626,"Total aboveground carbon"
1,"Alabama",6,33,"VMERIB",2,103027613.148896,107703042.721076,4675429.57217981,4.53803541524625,"Merchantable wood volume"
1,"Alabama",6,33,"WMERBCH",2,345387656.02057,1003895863.25493,658508207.234365,190.657713370957,"Top and limb weight"
1,"Alabama",6,33,"WMEROB",2,2838332676.23885,6086247172.73477,3247914496.49591,114.430366943448,"Merch bole wood and bark weight"
1,"Alabama",6,33,"WSTPOB",2,265061824.651539,547490626.061851,282428801.410313,106.552047538949,"Stump wood and bark weight"
1,"Alabama",1,33,"BIOMASS",2,2148542279.99987,4321425580.37181,2172883300.37194,101.132908604994,"Total aboveground biomass"
1,"Alabama",1,33,"CARBON",2,1074271144.38497,2087416686.89235,1013145542.50737,94.3100396769387,"Total aboveground carbon"
1,"Alabama",1,33,"VMERIB",2,49260305.7084113,49902205.4919287,641899.78351742,1.30307714149613,"Merchantable wood volume"
1,"Alabama",1,33,"WMERBCH",2,193977502.03039,611912831.53236,417935329.50197,215.455568366116,"Top and limb weight"
1,"Alabama",1,33,"WMEROB",2,1696942853.69531,3316298286.65659,1619355432.96128,95.4278118108061,"Merch bole wood and bark weight"
1,"Alabama",1,33,"WSTPOB",2,159189768.469108,301971578.324537,142781809.855429,89.6928309077457,"Stump wood and bark weight"
2,"Alaska",1,27,"BIOMASS",1,1500580603398.24,1680280076359.53,179699472961.297,11.9753295860514,"Total aboveground biomass"
2,"Alaska",1,27,"CARBON",1,750290303465.658,835760143487.024,85469840021.3665,11.3915693201117,"Total aboveground carbon"
2,"Alaska",1,27,"VMERIB",1,42448689204.0574,44398666877.6344,1949977673.57698,4.59372882918277,"Merchantable wood volume"
2,"Alaska",1,27,"VSAWIB",1,41678384532.5843,38955312564.0563,-2723071968.52792,-6.53353530629051,"Sawlog wood volume"
2,"Alaska",1,27,"WMERBCH",1,193010593755.706,360184049640.944,167173455885.238,86.6136167099876,"Top and limb weight"
2,"Alaska",1,27,"WMEROB",1,1196464993665.77,1207697623051.49,11232629385.7236,0.938818055287076,"Merch bole wood and bark weight"
2,"Alaska",1,27,"WSTPOB",1,59664517632.0239,51333001976.0645,-8331515655.95946,-13.9639370041394,"Stump wood and bark weight"
2,"Alaska",1,27,"BIOMASS",2,176094345853.225,243997994882.101,67903649028.8755,38.5609479395058,"Total aboveground biomass"
2,"Alaska",1,27,"CARBON",2,88047173098.5125,121254293595.609,33207120497.0966,37.7151466974897,"Total aboveground carbon"
2,"Alaska",1,27,"VMERIB",2,5772550148.1022,6039053102.04394,266502953.941741,4.61672825881569,"Merchantable wood volume"
2,"Alaska",1,27,"WMERBCH",2,10151467835.259,30241191807.0054,20089723971.7463,197.899695864364,"Top and limb weight"
2,"Alaska",1,27,"WMEROB",2,152870193388.902,198032153741.242,45161960352.3405,29.5426854321094,"Merch bole wood and bark weight"
2,"Alaska",1,27,"WSTPOB",2,11070734230.2412,13683909882.5161,2613175652.27487,23.6043571991514,"Stump wood and bark weight"
4,"Arizona",1,22,"BIOMASS",1,23924307603.7233,29123765821.0655,5199458217.34221,21.73295170529,"Total aboveground biomass"
4,"Arizona",1,22,"CARBON",1,11962153825.9777,14723434974.1447,2761281148.16698,23.0834780118814,"Total aboveground carbon"
4,"Arizona",1,22,"VMERIB",1,640958186.040962,665006859.22623,24048673.1852682,3.75198783774193,"Merchantable wood volume"
4,"Arizona",1,22,"VSAWIB",1,571064963.272528,572793243.300483,1728280.02795517,0.302641580049167,"Sawlog wood volume"
4,"Arizona",1,22,"WMERBCH",1,3270925178.51855,6761415422.0611,3490490243.54255,106.712628783623,"Top and limb weight"
4,"Arizona",1,22,"WMEROB",1,19155998697.1848,20576406422.6533,1420407725.46851,7.41495000037378,"Merch bole wood and bark weight"
4,"Arizona",1,22,"WSTPOB",1,889422595.969369,905581006.584969,16158410.6155993,1.8167303921471,"Stump wood and bark weight"
4,"Arizona",1,22,"BIOMASS",2,8278752358.59227,12845235335.9059,4566482977.31366,55.1590720378807,"Total aboveground biomass"
4,"Arizona",1,22,"CARBON",2,4139376184.39556,6486998910.31732,2347622725.92176,56.7144086776102,"Total aboveground carbon"
4,"Arizona",1,22,"VMERIB",2,269506045.678449,297706691.177076,28200645.4986265,10.4638266750695,"Merchantable wood volume"
4,"Arizona",1,22,"WMERBCH",2,806869767.771086,2370571015.17575,1563701247.40466,193.798467840017,"Top and limb weight"
4,"Arizona",1,22,"WMEROB",2,7037655489.53642,9912615756.4685,2874960266.93208,40.8511083159237,"Merch bole wood and bark weight"
4,"Arizona",1,22,"WSTPOB",2,370441526.887587,470008847.218712,99567320.3311253,26.8780126158317,"Stump wood and bark weight"
4,"Arizona",2,22,"BIOMASS",1,230513183614.141,282200219901.82,51687036287.6798,22.4225944378953,"Total aboveground biomass"
4,"Arizona",2,22,"CARBON",1,115256592015.782,143824374163.624,28567782147.842,24.7862457567115,"Total aboveground carbon"
4,"Arizona",2,22,"VMERIB",1,6327927631.22019,6387139067.24509,59211436.0248938,0.935716074450052,"Merchantable wood volume"
4,"Arizona",2,22,"VSAWIB",1,5595394582.41656,5432380367.64849,-163014214.768073,-2.91336405979915,"Sawlog wood volume"
4,"Arizona",2,22,"WMERBCH",1,32114765924.0147,69070724346.1118,36955958422.0971,115.07466225828,"Top and limb weight"
4,"Arizona",2,22,"WMEROB",1,184970181641.262,196908883178.593,11938701537.3308,6.45439250337395,"Merch bole wood and bark weight"
4,"Arizona",2,22,"WSTPOB",1,8427342452.84888,8582640137.01535,155297684.166474,1.84278359441743,"Stump wood and bark weight"
4,"Arizona",2,22,"BIOMASS",2,25501763523.9973,39153555723.5702,13651792199.5728,53.5327377917469,"Total aboveground biomass"
4,"Arizona",2,22,"CARBON",2,12750881782.8912,19707787840.0189,6956906057.12766,54.560195722795,"Total aboveground carbon"
4,"Arizona",2,22,"VMERIB",2,809321042.456508,893892299.57718,84571257.1206723,10.4496550422037,"Merchantable wood volume"
4,"Arizona",2,22,"WMERBCH",2,2949701199.08691,7928722986.14392,4979021787.057,168.797496797244,"Top and limb weight"
4,"Arizona",2,22,"WMEROB",2,21266379487.9835,29472585422.4846,8206205934.50114,38.5876963172694,"Merch bole wood and bark weight"
4,"Arizona",2,22,"WSTPOB",2,1153283654.82248,1527041683.57126,373758028.748778,32.4081614428419,"Stump wood and bark weight"
5,"Arkansas",3,33,"BIOMASS",1,596355316264.549,641931998828.753,45576682564.2036,7.64253815153135,"Total aboveground biomass"
5,"Arkansas",3,33,"CARBON",1,298177659343.313,304107733320.629,5930073977.31653,1.98877205970982,"Total aboveground carbon"
5,"Arkansas",3,33,"VMERIB",1,12174089093.6976,12296162295.5007,122073201.803102,1.00272965692603,"Merchantable wood volume"
5,"Arkansas",3,33,"VSAWIB",1,8052724079.96402,8050189095.14722,-2534984.81680489,-0.0314798419967248,"Sawlog wood volume"
5,"Arkansas",3,33,"WMERBCH",1,87320275798.7188,128396887217.981,41076611419.2619,47.0413212092312,"Top and limb weight"
5,"Arkansas",3,33,"WMEROB",1,429647707284.172,426949192382.046,-2698514902.12561,-0.628076178779838,"Merch bole wood and bark weight"
5,"Arkansas",3,33,"WSTPOB",1,25941523729.0753,24184561454.9742,-1756962274.1011,-6.77277978136608,"Stump wood and bark weight"
5,"Arkansas",3,33,"BIOMASS",2,8142709852.64255,18101980082.3472,9959270229.7047,122.309039741513,"Total aboveground biomass"
5,"Arkansas",3,33,"CARBON",2,4071354955.33475,8552848030.94332,4481493075.60856,110.073750011317,"Total aboveground carbon"
5,"Arkansas",3,33,"VMERIB",2,98850763.4441112,100133540.477702,1282777.03359039,1.29769056797994,"Merchantable wood volume"
5,"Arkansas",3,33,"WMERBCH",2,503866301.906691,2407711237.4644,1903844935.55771,377.847244071162,"Top and limb weight"
5,"Arkansas",3,33,"WMEROB",2,6035120799.12101,13529570316.0233,7494449516.90232,124.180604934931,"Merch bole wood and bark weight"
5,"Arkansas",3,33,"WSTPOB",2,568748248.69737,1047792948.18567,479044699.488304,84.2278988261471,"Stump wood and bark weight"
5,"Arkansas",5,33,"BIOMASS",1,542735323997.934,656221355028.221,113486031030.287,20.9100137787824,"Total aboveground biomass"
5,"Arkansas",5,33,"CARBON",1,271367662918.892,313821393707.025,42453730788.133,15.6443587756518,"Total aboveground carbon"
5,"Arkansas",5,33,"VMERIB",1,9678601668.21433,10344759472.1496,666157803.935282,6.88278975384453,"Merchantable wood volume"
5,"Arkansas",5,33,"VSAWIB",1,5238147628.77331,5504438429.13037,266290800.357059,5.08368261509689,"Sawlog wood volume"
5,"Arkansas",5,33,"WMERBCH",1,92460341094.2488,171413187457.311,78952846363.0626,85.3910394755981,"Top and limb weight"
5,"Arkansas",5,33,"WMEROB",1,380806551594.341,403987699791.512,23181148197.1705,6.08738166402781,"Merch bole wood and bark weight"
5,"Arkansas",5,33,"WSTPOB",1,23414421661.4791,26699774534.753,3285352873.27383,14.0313218954232,"Stump wood and bark weight"
5,"Arkansas",5,33,"BIOMASS",2,14436255186.8022,41462554613.4468,27026299426.6446,187.211289056128,"Total aboveground biomass"
5,"Arkansas",5,33,"CARBON",2,7218127625.02454,19816501016.2654,12598373391.2408,174.537969480665,"Total aboveground carbon"
5,"Arkansas",5,33,"VMERIB",2,244230852.041334,263823441.307332,19592589.2659978,8.02215981406064,"Merchantable wood volume"
5,"Arkansas",5,33,"WMERBCH",2,1342690103.5522,6216329510.84495,4873639407.29275,362.975745065754,"Top and limb weight"
5,"Arkansas",5,33,"WMEROB",2,10848600569.0608,31396617884.5202,20548017315.4593,189.407077757663,"Merch bole wood and bark weight"
5,"Arkansas",5,33,"WSTPOB",2,962287116.282301,2561113737.24155,1598826620.95925,166.1486051207,"Stump wood and bark weight"
5,"Arkansas",4,33,"BIOMASS",1,297611083887.96,340916860676.22,43305776788.26,14.5511303619871,"Total aboveground biomass"
5,"Arkansas",4,33,"CARBON",1,148805542501.711,162675858280.401,13870315778.6903,9.3211015836529,"Total aboveground carbon"
5,"Arkansas",4,33,"VMERIB",1,5927488857.60658,6216513546.87885,289024689.272275,4.87600561072971,"Merchantable wood volume"
5,"Arkansas",4,33,"VSAWIB",1,3845410318.52111,3983241985.52295,137831667.001844,3.58431625197419,"Sawlog wood volume"
5,"Arkansas",4,33,"WMERBCH",1,45855198592.354,74373983542.3245,28518784949.9704,62.1931336586245,"Top and limb weight"
5,"Arkansas",4,33,"WMEROB",1,214700456442.984,225617967908.266,10917511465.2816,5.08499685848635,"Merch bole wood and bark weight"
5,"Arkansas",4,33,"WSTPOB",1,13160374054.4888,12593229438.6787,-567144615.810118,-4.30948705152248,"Stump wood and bark weight"
5,"Arkansas",4,33,"BIOMASS",2,5347243516.00694,13026706147.4199,7679462631.41297,143.615352628406,"Total aboveground biomass"
5,"Arkansas",4,33,"CARBON",2,2673621771.14949,6200556210.1504,3526934439.00091,131.91598292097,"Total aboveground carbon"
5,"Arkansas",4,33,"VMERIB",2,54706761.1795123,58152833.4641151,3446072.28460284,6.29917072461126,"Merchantable wood volume"
5,"Arkansas",4,33,"WMERBCH",2,423800810.974,1721864770.97474,1298063960.00074,306.291051453505,"Top and limb weight"
5,"Arkansas",4,33,"WMEROB",2,4147196646.84874,10092378827.1679,5945182180.31914,143.354238696074,"Merch bole wood and bark weight"
5,"Arkansas",4,33,"WSTPOB",2,379704364.890158,799763065.976875,420058701.086716,110.627830472329,"Stump wood and bark weight"
5,"Arkansas",1,33,"BIOMASS",1,159778337791.471,174557145819.835,14778808028.364,9.24956926742594,"Total aboveground biomass"
5,"Arkansas",1,33,"CARBON",1,79889169051.9796,82353359413.5105,2464190361.5309,3.08451119316009,"Total aboveground carbon"
5,"Arkansas",1,33,"VMERIB",1,3203598889.47718,3221499858.31441,17900968.8372293,0.558776846128531,"Merchantable wood volume"
5,"Arkansas",1,33,"VSAWIB",1,2201083523.1654,2167331637.57152,-33751885.5938725,-1.53342139172137,"Sawlog wood volume"
5,"Arkansas",1,33,"WMERBCH",1,25650165501.9199,43808695420.4971,18158529918.5772,70.7930321822603,"Top and limb weight"
5,"Arkansas",1,33,"WMEROB",1,119978924176.98,115321857925.836,-4657066251.14359,-3.88157027002008,"Merch bole wood and bark weight"
5,"Arkansas",1,33,"WSTPOB",1,6524314249.1226,7043517404.17048,519203155.047882,7.9579728263044,"Stump wood and bark weight"
5,"Arkansas",1,33,"BIOMASS",2,2165562372.12995,5258539096.0439,3092976723.91395,142.825566408039,"Total aboveground biomass"
5,"Arkansas",1,33,"CARBON",2,1082781190.71405,2468195879.89502,1385414689.18097,127.949644957108,"Total aboveground carbon"
5,"Arkansas",1,33,"VMERIB",2,25411984.6652931,26642943.8263328,1230959.16103968,4.84401032525763,"Merchantable wood volume"
5,"Arkansas",1,33,"WMERBCH",2,140674765.466705,607191803.585145,466517038.11844,331.6280902056,"Top and limb weight"
5,"Arkansas",1,33,"WMEROB",2,1776919811.82315,4206010526.03335,2429090714.2102,136.702326016496,"Merch bole wood and bark weight"
5,"Arkansas",1,33,"WSTPOB",2,161476632.812036,351148637.539144,189672004.727107,117.460961022076,"Stump wood and bark weight"
5,"Arkansas",2,33,"BIOMASS",1,84194470155.5256,92936863209.138,8742393053.61243,10.3835715545965,"Total aboveground biomass"
5,"Arkansas",2,33,"CARBON",1,42097235189.1128,43992864569.9461,1895629380.83328,4.50297833650493,"Total aboveground carbon"
5,"Arkansas",2,33,"VMERIB",1,1606057482.55891,1623479880.3781,17422397.8191915,1.08479291733896,"Merchantable wood volume"
5,"Arkansas",2,33,"VSAWIB",1,990637221.875764,976519809.347527,-14117412.5282369,-1.42508399810636,"Sawlog wood volume"
5,"Arkansas",2,33,"WMERBCH",1,14031035816.3066,23548935481.479,9517899665.17241,67.8346188391231,"Top and limb weight"
5,"Arkansas",2,33,"WMEROB",1,61019819541.9156,58988300486.1242,-2031519055.79137,-3.32927739059582,"Merch bole wood and bark weight"
5,"Arkansas",2,33,"WSTPOB",1,3537523632.30263,4099833425.81034,562309793.507711,15.8955770181441,"Stump wood and bark weight"
5,"Arkansas",2,33,"BIOMASS",2,1308172051.84565,3667136018.39701,2358963966.55135,180.325207469703,"Total aboveground biomass"
5,"Arkansas",2,33,"CARBON",2,654086028.679894,1741243862.00771,1087157833.32782,166.210220927967,"Total aboveground carbon"
5,"Arkansas",2,33,"VMERIB",2,14071534.2227792,14581694.9590702,510160.736291042,3.6254805496986,"Merchantable wood volume"
5,"Arkansas",2,33,"WMERBCH",2,59340595.0743146,507885013.807705,448544418.733391,755.881227971611,"Top and limb weight"
5,"Arkansas",2,33,"WMEROB",2,1092458226.50277,2882710655.07291,1790252428.57014,163.87376515999,"Merch bole wood and bark weight"
5,"Arkansas",2,33,"WSTPOB",2,114083525.729226,233615248.677644,119531722.948418,104.775621356692,"Stump wood and bark weight"
6,"California",5,26,"BIOMASS",1,770656397106.703,901156573119.309,130500176012.606,16.9336394925867,"Total aboveground biomass"
6,"California",5,26,"CARBON",1,385328199008.198,453086407574.741,67758208566.5432,17.5845444846619,"Total aboveground carbon"
6,"California",5,26,"VMERIB",1,21257453129.696,20418477183.146,-838975946.550034,-3.94673784028252,"Merchantable wood volume"
6,"California",5,26,"WMERBCH",1,108635732069.58,227991231908.335,119355499838.755,109.867626024106,"Top and limb weight"
6,"California",5,26,"WMEROB",1,615611976972.927,629792597475.954,14180620503.027,2.30349977476975,"Merch bole wood and bark weight"
6,"California",5,26,"WSTPOB",1,25194836538.6732,26008617933.0245,813781394.351318,3.22995306241496,"Stump wood and bark weight"
6,"California",5,26,"BIOMASS",2,97404840566.3988,128398064529.729,30993223963.3306,31.8189771505279,"Total aboveground biomass"
6,"California",5,26,"CARBON",2,48702420325.7466,64717410906.6365,16014990580.8899,32.8833566664111,"Total aboveground carbon"
6,"California",5,26,"VMERIB",2,3361218403.81862,3159883209.84553,-201335193.973092,-5.989946792638,"Merchantable wood volume"
6,"California",5,26,"WMERBCH",2,10176219664.8251,22500587490.1607,12324367825.3357,121.109490864626,"Top and limb weight"
6,"California",5,26,"WMEROB",2,82279913271.788,100010203710.643,17730290438.8552,21.5487471167942,"Merch bole wood and bark weight"
6,"California",5,26,"WSTPOB",2,3590521433.74269,4773002766.02406,1182481332.28137,32.9334152184345,"Stump wood and bark weight"
6,"California",2,26,"BIOMASS",1,1135634331842.2,1255859894999.59,120225563157.386,10.5866439386663,"Total aboveground biomass"
6,"California",2,26,"CARBON",1,567817166702.13,634245080357.204,66427913655.074,11.6988209498642,"Total aboveground carbon"
6,"California",2,26,"VMERIB",1,28958075207.5494,28518577328.512,-439497879.037437,-1.51770404589204,"Merchantable wood volume"
6,"California",2,26,"WMERBCH",1,160356436022.488,245884077251.085,85527641228.5978,53.3359579135345,"Top and limb weight"
6,"California",2,26,"WMEROB",1,904851775311.549,946226247100.257,41374471788.7075,4.57251374397336,"Merch bole wood and bark weight"
6,"California",2,26,"WSTPOB",1,39837421316.9492,36686511986.8648,-3150909330.0844,-7.90942090607612,"Stump wood and bark weight"
6,"California",2,26,"BIOMASS",2,102497109361.847,141612010201.402,39114900839.5556,38.1619550864286,"Total aboveground biomass"
6,"California",2,26,"CARBON",2,51248554744.9001,71560071355.0266,20311516610.1265,39.6333451962325,"Total aboveground carbon"
6,"California",2,26,"VMERIB",2,3500450831.6026,3386037639.90284,-114413191.699765,-3.26852731844783,"Merchantable wood volume"
6,"California",2,26,"WMERBCH",2,9850663868.8832,16488479341.5868,6637815472.70355,67.3844480032603,"Top and limb weight"
6,"California",2,26,"WMEROB",2,86535666234.5521,118366046662.258,31830380427.7055,36.7829610757607,"Merch bole wood and bark weight"
6,"California",2,26,"WSTPOB",2,4617307119.79534,5548364751.48684,931057631.691497,20.1645159729545,"Stump wood and bark weight"
6,"California",5,26,"VSAWIB",1,18973390954.1404,18707073549.2522,-266317404.888126,-1.40363631114664,"Sawlog wood volume"
6,"California",3,26,"BIOMASS",1,872702712243.79,957716397518.236,85013685274.4453,9.74142558304513,"Total aboveground biomass"
6,"California",3,26,"CARBON",1,436351356766.062,482490152620.307,46138795854.2452,10.5737716037357,"Total aboveground carbon"
6,"California",3,26,"VMERIB",1,22429091439.3123,21715753190.879,-713338248.433273,-3.18041526721399,"Merchantable wood volume"
6,"California",3,26,"VSAWIB",1,19243678361.8394,19290267960.9037,46589599.0643616,0.242103397221343,"Sawlog wood volume"
6,"California",3,26,"WMERBCH",1,125721275414.891,200237778246.011,74516502831.1207,59.2711954163765,"Top and limb weight"
6,"California",3,26,"WMEROB",1,690117350786.915,705598389897.997,15481039111.0822,2.24324733951837,"Merch bole wood and bark weight"
6,"California",3,26,"WSTPOB",1,30427755784.2179,28964513583.5069,-1463242200.71101,-4.80890608918964,"Stump wood and bark weight"
6,"California",3,26,"BIOMASS",2,68809237347.6003,95497761394.5471,26688524046.9468,38.7862517820474,"Total aboveground biomass"
